day,wd,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,energy,peak_power,peak_duration,peak_intensity,is_peak,activity,month,day_of_month,day_of_week,is_weekend,building_id
2019-07-12,5,16.23,15.6,14.88,13.87,13.53,17.21,20.45,22.3,25.26,25.47,23179.62,1219.584,0,0.0,False,0.39999999999999997,7,12,4,0,B1
2019-07-13,6,15.92,15.29,15.24,15.82,16.18,16.69,17.22,20.19,23.02,25.91,19824.98,967.68,0,0.0,False,0.08,7,13,5,1,B1
2019-07-14,7,11.89,11.35,10.81,10.22,10.7,15.77,18.52,22.51,25.1,25.1,20151.019999999997,958.4639999999999,0,0.0,False,0.08,7,14,6,1,B1
2019-07-15,1,19.39,18.64,19.04,19.01,18.79,19.25,19.28,20.96,22.62,23.2,22941.359999999997,1224.192,0,0.0,False,0.6799999999999999,7,15,0,0,B1
2019-07-16,2,17.06,16.04,16.17,15.5,15.91,18.52,19.67,21.72,23.72,25.96,23778.12,1294.848,0,0.0,False,0.6799999999999999,7,16,1,0,B1
2019-07-17,3,15.46,14.96,14.22,13.69,13.38,17.61,21.23,24.82,26.63,27.92,24227.66,1304.064,0,0.0,False,0.6799999999999999,7,17,2,0,B1
2019-07-18,4,17.4,17.71,18.95,18.31,16.79,17.09,17.98,21.37,25.36,28.04,24174.84,1333.2479999999998,0,0.0,False,0.6799999999999999,7,18,3,0,B1
2019-07-19,5,16.38,15.72,15.06,15.37,16.17,17.25,21.47,25.9,27.97,28.19,24573.84,1344.0,0,0.0,False,0.39999999999999997,7,19,4,0,B1
2019-07-20,6,16.22,15.57,15.0,14.69,14.36,18.03,22.04,26.49,28.11,28.93,21149.28,1041.408,0,0.0,False,0.08,7,20,5,1,B1
2019-07-21,7,18.39,18.4,18.3,18.51,18.08,18.32,22.27,26.52,27.52,29.17,21031.1,1069.0559999999998,0,0.0,False,0.08,7,21,6,1,B1
2019-07-22,1,22.78,22.15,21.29,21.06,21.17,22.99,26.1,28.01,30.29,31.61,26538.059999999998,1552.896,9,9.162,True,0.6799999999999999,7,22,0,0,B1
2019-07-23,2,21.29,21.39,21.27,22.28,22.48,25.21,27.92,29.49,32.01,33.67,27610.42,1525.2479999999998,19,19.319,True,0.6799999999999999,7,23,1,0,B1
2019-07-24,3,20.49,20.17,19.74,19.34,18.84,21.79,26.07,29.64,31.08,32.27,27969.14,1545.216,23,23.862,True,0.6799999999999999,7,24,2,0,B1
2019-07-25,4,22.22,21.99,21.71,21.39,21.07,23.42,27.03,30.24,32.78,33.9,29364.88,1660.416,30,32.508,True,0.6799999999999999,7,25,3,0,B1
2019-07-26,5,22.21,21.66,21.34,21.72,21.05,21.35,23.51,28.39,30.86,32.36,28340.019999999997,1612.8,22,22.862,True,0.39999999999999997,7,26,4,0,B1
2019-07-27,6,20.25,20.66,20.65,19.98,19.84,20.01,21.63,24.36,27.63,27.94,22916.28,1238.0159999999998,0,0.0,False,0.08,7,27,5,1,B1
2019-07-28,7,18.09,17.89,18.94,19.27,19.35,18.26,17.61,17.29,17.84,19.13,19758.48,898.56,0,0.0,False,0.08,7,28,6,1,B1
2019-07-29,1,17.52,17.63,17.63,17.93,18.07,18.25,18.98,20.3,22.0,25.68,24581.819999999996,1333.2479999999998,0,0.0,False,0.6799999999999999,7,29,0,0,B1
2019-07-30,2,19.14,18.84,18.26,17.95,17.65,19.13,22.93,26.14,28.39,29.18,26273.58,1488.384,2,2.055,True,0.6799999999999999,7,30,1,0,B1
2019-07-31,3,21.22,20.49,21.05,21.5,22.43,23.49,26.81,27.77,30.14,32.6,28078.96,1574.3999999999999,25,25.861,True,0.6799999999999999,7,31,2,0,B1
2019-08-01,4,19.28,18.93,20.43,21.27,21.32,22.17,22.99,24.46,26.77,29.05,27440.94,1559.04,7,7.279,True,0.38,8,1,3,0,B1
2019-08-02,5,19.55,19.58,20.54,21.52,20.72,20.74,24.33,25.96,25.28,27.74,20224.359999999997,1425.408,0,0.0,False,0.22,8,2,4,0,B1
2019-08-09,5,20.18,20.26,19.91,19.55,19.25,19.84,23.31,25.2,27.58,29.61,8971.8,1288.704,0,0.0,False,0.22,8,9,4,0,B1
2019-08-10,6,18.66,18.23,17.81,17.62,17.5,18.48,22.34,26.2,28.75,29.81,23307.68,1259.52,0,0.0,False,0.08,8,10,5,1,B1
2019-08-11,7,20.89,20.47,20.17,19.71,19.6,21.22,24.81,26.97,29.06,30.51,24801.08,1231.872,0,0.0,False,0.0,8,11,6,1,B1
2019-08-12,1,21.79,21.04,20.66,20.11,19.79,20.63,24.15,27.72,31.88,34.93,27316.68,1477.632,1,1.026,True,0.02,8,12,0,0,B1
2019-08-13,2,24.19,24.1,23.36,22.26,20.36,20.2,22.85,26.7,29.56,30.46,24964.859999999997,1367.04,0,0.0,False,0.02,8,13,1,0,B1
2019-08-14,3,17.6,17.44,17.64,17.8,17.16,16.78,16.34,17.37,19.56,20.38,21564.239999999998,1132.032,0,0.0,False,0.02,8,14,2,0,B1
2019-08-15,4,17.1,17.0,17.52,17.38,17.16,17.38,19.18,20.69,23.22,24.91,19710.98,1007.6159999999999,0,0.0,False,0.02,8,15,3,0,B1
2019-08-16,5,16.98,18.26,19.22,18.11,18.73,19.08,19.16,20.16,20.86,22.12,20312.899999999998,1081.344,0,0.0,False,0.0,8,16,4,0,B1
2019-08-17,6,16.07,15.61,14.44,13.46,12.59,13.66,17.95,21.01,25.45,27.27,19232.559999999998,969.216,0,0.0,False,0.0,8,17,5,1,B1
2019-08-18,7,13.69,13.35,13.32,13.3,12.84,13.86,18.3,22.24,26.56,28.17,19651.319999999996,990.7199999999999,0,0.0,False,0.0,8,18,6,1,B1
2019-08-19,1,15.99,15.73,15.18,15.02,14.94,15.96,19.71,23.54,27.38,28.67,23963.559999999998,1359.36,0,0.0,False,0.02,8,19,0,0,B1
2019-08-20,2,18.42,17.84,17.32,16.94,16.54,17.42,21.39,25.56,30.15,33.1,25533.719999999998,1385.472,0,0.0,False,0.38,8,20,1,0,B1
2019-08-21,3,19.53,18.56,18.3,18.44,18.65,19.38,22.98,27.4,28.77,28.57,25932.719999999998,1456.128,4,4.031,True,0.38,8,21,2,0,B1
2019-08-22,4,20.49,19.88,19.71,19.59,19.36,19.37,19.59,19.85,21.15,21.64,23729.48,1265.664,0,0.0,False,0.38,8,22,3,0,B1
2019-08-23,5,20.66,21.05,20.76,20.06,19.76,20.32,21.16,22.47,23.77,25.28,24049.059999999998,1310.2079999999999,0,0.0,False,0.22,8,23,4,0,B1
2019-08-24,6,22.07,21.88,22.06,22.32,22.26,22.0,23.12,24.24,25.95,27.91,20265.019999999997,1110.528,0,0.0,False,0.08,8,24,5,1,B1
2019-08-25,7,20.62,19.93,20.03,19.93,20.6,20.58,22.25,23.94,24.81,26.62,19764.94,992.2559999999999,0,0.0,False,0.08,8,25,6,1,B1
2019-08-26,1,21.56,21.24,20.9,21.01,20.75,20.9,21.88,23.72,24.61,27.51,24471.62,1423.872,0,0.0,False,0.38,8,26,0,0,B1
2019-08-27,2,22.18,22.23,21.81,21.55,21.42,21.33,22.61,24.48,26.44,28.96,25213.76,1408.512,0,0.0,False,0.38,8,27,1,0,B1
2019-08-28,3,21.2,21.75,21.24,19.84,19.82,21.49,23.48,24.92,25.85,28.55,25708.899999999998,1419.2640000000001,0,0.0,False,0.38,8,28,2,0,B1
2019-08-29,4,19.75,18.8,18.37,18.35,18.86,19.24,20.15,23.02,27.42,29.4,25728.66,1459.2,1,1.013,True,0.38,8,29,3,0,B1
2019-08-30,5,23.67,23.33,23.52,23.4,23.36,23.5,23.41,23.79,24.2,25.39,25393.5,1340.9279999999999,0,0.0,False,0.22,8,30,4,0,B1
2019-08-31,6,24.9,24.57,24.28,24.02,23.61,23.5,24.14,25.57,26.99,28.64,23408.38,1150.464,0,0.0,False,0.08,8,31,5,1,B1
2019-09-01,7,21.26,20.3,19.05,18.56,18.19,17.87,20.38,24.66,29.08,32.23,22647.62,1116.672,0,0.0,False,0.08,9,1,6,1,B1
2019-09-02,1,19.2,18.39,18.04,17.77,18.38,18.89,20.03,22.03,24.65,29.61,24709.5,1425.408,0,0.0,False,0.98,9,2,0,0,B1
2019-09-03,2,15.61,14.91,14.8,16.28,16.6,16.6,17.02,17.6,18.25,19.93,22184.78,1164.288,0,0.0,False,0.98,9,3,1,0,B1
2019-09-04,3,15.73,15.74,14.83,14.66,14.57,14.19,15.54,18.39,20.51,22.0,22592.519999999997,1184.2559999999999,0,0.0,False,0.98,9,4,2,0,B1
2019-09-05,4,16.34,16.68,16.36,15.93,16.12,15.82,17.33,19.61,21.61,23.99,23272.34,1256.4479999999999,0,0.0,False,0.98,9,5,3,0,B1
2019-09-06,5,20.32,20.28,19.89,19.99,19.64,19.48,19.55,20.01,20.69,20.85,21791.48,1167.36,0,0.0,False,0.58,9,6,4,0,B1
2019-09-07,6,16.03,16.04,15.33,15.03,15.63,15.03,15.86,18.32,20.53,22.12,18677.0,870.912,0,0.0,False,0.08,9,7,5,1,B1
2019-09-08,7,13.65,13.68,14.31,14.64,14.45,14.63,15.6,16.33,16.58,19.25,18098.26,844.8,0,0.0,False,0.08,9,8,6,1,B1
2019-09-09,1,12.98,12.63,12.13,12.34,11.83,10.9,10.83,11.33,13.3,16.01,19761.899999999998,1079.808,0,0.0,False,0.98,9,9,0,0,B1
2019-09-10,2,9.66,8.66,8.34,7.79,7.52,7.5,9.76,13.95,18.41,22.36,19623.2,1059.84,0,0.0,False,0.98,9,10,1,0,B1
2019-09-11,3,15.56,15.16,15.18,15.31,14.92,14.3,15.18,17.47,19.51,21.05,19588.62,1047.552,0,0.0,False,0.98,9,11,2,0,B1
2019-09-12,4,16.28,16.71,16.87,17.1,17.87,17.82,18.31,20.12,21.93,23.45,20911.78,1147.392,0,0.0,False,0.98,9,12,3,0,B1
2019-09-13,5,17.0,17.43,17.36,16.94,16.48,16.76,18.09,20.63,22.88,24.32,22428.739999999998,1218.048,0,0.0,False,0.58,9,13,4,0,B1
2019-09-14,6,17.59,17.42,16.95,16.77,16.82,17.02,18.56,21.09,23.55,25.42,19943.54,1019.904,0,0.0,False,0.08,9,14,5,1,B1
2019-09-15,7,19.31,19.09,18.86,18.43,18.05,16.98,17.66,20.35,22.91,25.81,19577.6,972.2879999999999,0,0.0,False,0.08,9,15,6,1,B1
2019-09-16,1,14.11,13.71,13.41,13.32,12.89,12.46,13.51,18.24,23.65,25.53,22803.04,1248.7679999999998,0,0.0,False,0.98,9,16,0,0,B1
2019-09-17,2,13.94,13.82,13.63,13.76,14.56,15.23,16.22,17.83,19.06,21.9,21012.48,1099.7759999999998,0,0.0,False,0.98,9,17,1,0,B1
2019-09-18,3,17.29,16.51,16.6,17.06,17.48,17.78,18.73,20.46,20.18,19.35,19646.76,1067.52,0,0.0,False,0.98,9,18,2,0,B1
2019-09-19,4,13.85,14.08,14.51,14.16,14.24,13.88,13.96,14.23,15.31,16.72,19088.54,999.9359999999999,0,0.0,False,0.98,9,19,3,0,B1
2019-09-20,5,11.58,11.47,11.3,10.93,10.49,9.96,10.22,12.04,13.74,14.97,18832.04,989.1840000000001,0,0.0,False,0.58,9,20,4,0,B1
2019-09-21,6,11.38,11.2,11.11,10.89,10.03,10.11,10.99,13.25,15.54,17.73,16516.319999999996,743.424,0,0.0,False,0.08,9,21,5,1,B1
2019-09-22,7,7.25,6.91,6.95,6.47,6.37,6.22,7.22,10.5,15.81,19.71,16544.44,741.8879999999999,0,0.0,False,0.08,9,22,6,1,B1
2019-09-23,1,16.02,16.02,15.87,15.85,15.91,16.06,15.92,16.02,16.33,16.58,19767.98,1099.7759999999998,0,0.0,False,0.98,9,23,0,0,B1
2019-09-24,2,15.05,14.93,14.87,14.82,14.43,14.42,14.47,15.92,19.24,21.18,19115.14,1024.512,0,0.0,False,0.98,9,24,1,0,B1
2019-09-25,3,10.4,10.03,9.74,9.56,9.39,9.45,10.1,13.44,16.72,19.7,19459.8,1059.84,0,0.0,False,0.98,9,25,2,0,B1
2019-09-26,4,13.6,14.09,14.37,14.6,13.77,12.91,12.83,15.3,17.88,20.66,19191.899999999998,1016.832,0,0.0,False,0.98,9,26,3,0,B1
2019-09-27,5,9.67,9.4,9.0,8.95,8.71,8.43,8.82,13.18,19.37,21.99,18561.859999999997,1003.0079999999999,0,0.0,False,0.58,9,27,4,0,B1
2019-09-28,6,15.06,14.95,14.65,14.68,15.2,15.9,17.06,17.13,18.73,20.13,15858.539999999999,724.992,0,0.0,False,0.08,9,28,5,1,B1
2019-09-29,7,16.66,16.67,16.72,15.61,15.67,15.84,16.0,18.23,21.71,23.21,15654.480000000001,755.712,0,0.0,False,0.08,9,29,6,1,B1
2019-09-30,1,17.9,18.0,17.53,17.14,17.1,17.14,17.29,18.37,19.58,20.5,17709.899999999998,1012.224,0,0.0,False,0.98,9,30,0,0,B1
2020-06-01,1,13.21,12.58,12.17,12.82,13.3,13.68,16.32,18.63,20.79,23.16,14482.94,752.64,0,0.0,False,0.98,6,1,0,0,B1
2020-06-02,2,11.44,10.58,9.8,9.21,9.03,12.89,17.91,21.23,23.01,23.84,13171.94,599.04,0,0.0,False,0.08,6,2,1,0,B1
2020-06-03,3,13.08,12.01,11.7,11.7,11.07,15.46,17.31,19.85,21.79,23.55,17166.5,973.824,0,0.0,False,0.98,6,3,2,0,B1
2020-06-04,4,14.93,14.84,14.87,15.28,15.73,16.91,17.92,18.84,20.07,20.28,18281.8,940.032,0,0.0,False,0.98,6,4,3,0,B1
2020-06-05,5,14.98,14.18,15.5,15.61,15.11,14.96,15.57,16.76,17.8,18.27,17929.16,935.424,0,0.0,False,0.58,6,5,4,0,B1
2020-06-06,6,14.67,15.2,13.82,12.11,12.03,16.93,18.66,20.33,21.34,22.26,15844.859999999999,729.6,0,0.0,False,0.08,6,6,5,1,B1
2020-06-07,7,13.74,12.75,12.19,12.04,12.59,16.52,17.75,20.94,21.73,23.07,15663.599999999999,708.096,0,0.0,False,0.08,6,7,6,1,B1
2020-06-08,1,14.98,15.16,15.12,14.86,14.86,14.99,15.72,15.82,16.38,16.89,18396.18,986.112,0,0.0,False,0.98,6,8,0,0,B1
2020-06-09,2,14.14,14.66,14.88,14.98,14.73,14.04,14.22,15.39,15.84,16.4,18384.399999999998,941.5679999999999,0,0.0,False,0.98,6,9,1,0,B1
2020-06-10,3,13.41,13.71,13.98,13.28,13.48,15.61,14.85,13.46,13.77,15.24,18325.88,952.3199999999999,0,0.0,False,0.98,6,10,2,0,B1
2020-06-11,4,11.44,11.69,13.17,12.77,12.56,13.08,15.5,17.68,17.78,18.94,18157.16,930.816,0,0.0,False,0.98,6,11,3,0,B1
2020-06-12,5,10.14,9.57,9.65,9.56,10.58,16.87,17.53,18.76,19.88,20.57,18467.62,990.7199999999999,0,0.0,False,0.58,6,12,4,0,B1
2020-06-13,6,12.12,11.3,10.81,10.69,11.64,13.83,18.77,21.29,23.43,25.01,16799.42,772.608,0,0.0,False,0.08,6,13,5,1,B1
2020-06-14,7,14.38,14.48,14.62,14.71,16.29,16.22,16.84,16.68,18.67,21.07,16300.099999999999,728.064,0,0.0,False,0.08,6,14,6,1,B1
2020-06-15,1,15.83,15.83,15.76,15.5,15.51,15.56,15.79,15.87,16.19,16.83,18924.0,978.432,0,0.0,False,0.98,6,15,0,0,B1
2020-06-16,2,15.93,15.82,15.41,15.21,15.17,15.87,17.5,19.68,22.75,25.11,19509.96,1021.4399999999999,0,0.0,False,0.98,6,16,1,0,B1
2020-06-17,3,14.79,14.27,14.48,14.59,14.26,16.15,20.8,24.05,24.38,25.04,19831.059999999998,1030.656,0,0.0,False,0.98,6,17,2,0,B1
2020-06-18,4,18.09,17.81,17.42,17.04,17.42,18.17,20.72,21.68,22.02,22.49,20459.96,1070.592,0,0.0,False,0.98,6,18,3,0,B1
2020-06-19,5,16.97,16.48,16.19,15.67,15.6,20.62,20.77,20.56,22.6,22.43,20068.94,1050.624,0,0.0,False,0.58,6,19,4,0,B1
2020-06-20,6,14.74,14.64,14.61,14.58,14.03,14.27,15.03,16.76,17.1,19.68,17750.559999999998,826.3679999999999,0,0.0,False,0.08,6,20,5,1,B1
2020-06-21,7,16.24,15.24,14.17,13.46,13.2,13.95,15.26,16.63,18.26,20.11,17508.5,809.472,0,0.0,False,0.08,6,21,6,1,B1
2020-06-22,1,16.27,15.41,14.27,13.58,13.87,16.41,17.49,19.77,23.84,25.62,21848.48,1253.376,0,0.0,False,0.98,6,22,0,0,B1
2020-06-23,2,16.2,17.05,17.06,17.0,18.09,22.43,23.0,24.07,25.98,28.21,22335.26,1277.952,0,0.0,False,0.98,6,23,1,0,B1
2020-06-24,3,19.73,19.73,19.55,18.93,19.08,19.42,19.58,20.02,20.71,23.07,21757.66,1196.544,0,0.0,False,0.98,6,24,2,0,B1
2020-06-25,4,19.96,18.57,16.1,16.12,16.38,17.4,17.27,19.65,22.4,22.0,20889.359999999997,1152.0,0,0.0,False,0.98,6,25,3,0,B1
2020-06-26,5,16.25,16.14,15.81,15.53,15.52,16.23,19.45,21.47,22.89,25.64,21615.92,1135.104,0,0.0,False,0.58,6,26,4,0,B1
2020-06-27,6,15.98,15.38,14.89,14.68,15.01,17.32,21.85,25.82,27.42,28.43,17808.7,979.968,0,0.0,False,0.08,6,27,5,1,B1
2020-06-28,7,17.25,16.7,16.18,15.88,15.83,19.6,22.06,26.62,29.52,30.88,19934.8,1053.696,0,0.0,False,0.08,6,28,6,1,B1
2020-06-29,1,18.69,18.02,17.26,16.52,16.69,19.7,24.8,27.84,29.28,29.58,23200.14,1426.944,0,0.0,False,0.98,6,29,0,0,B1
2020-06-30,2,21.29,21.45,20.91,20.11,21.18,21.31,22.33,22.9,25.78,28.09,23826.38,1388.544,0,0.0,False,0.98,6,30,1,0,B1
2020-07-01,3,19.0,18.4,18.07,17.6,17.58,22.71,25.23,28.63,29.21,30.09,24595.88,1433.088,0,0.0,False,0.6799999999999999,7,1,2,0,B1
2020-07-02,4,17.28,17.14,17.08,17.03,16.79,20.71,25.49,27.75,29.49,29.06,24475.04,1373.184,0,0.0,False,0.6799999999999999,7,2,3,0,B1
2020-07-03,5,19.36,20.24,20.95,20.81,20.97,21.2,20.97,22.01,23.06,23.61,22547.68,1207.2959999999998,0,0.0,False,0.39999999999999997,7,3,4,0,B1
2020-07-04,6,19.61,19.71,19.59,19.62,19.66,20.71,20.84,20.79,22.55,24.72,20164.7,1027.584,0,0.0,False,0.08,7,4,5,1,B1
2020-07-05,7,18.56,18.2,16.39,14.82,14.93,19.98,21.27,23.01,25.76,27.79,20104.28,1053.696,0,0.0,False,0.08,7,5,6,1,B1
2020-07-06,1,19.41,19.77,20.06,19.82,20.23,23.83,24.82,26.53,28.24,30.76,23592.3,1411.584,0,0.0,False,0.6799999999999999,7,6,0,0,B1
2020-07-07,2,16.33,13.93,13.01,12.19,11.58,12.46,15.61,16.78,18.86,20.54,20705.819999999996,1167.36,0,0.0,False,0.6799999999999999,7,7,1,0,B1
2020-07-08,3,15.52,16.31,16.32,16.01,15.73,18.89,19.86,21.34,23.46,25.79,21163.719999999998,1202.6879999999999,0,0.0,False,0.6799999999999999,7,8,2,0,B1
2020-07-09,4,13.34,13.09,12.31,11.84,11.61,17.87,19.82,23.76,26.81,28.9,22147.92,1271.808,0,0.0,False,0.6799999999999999,7,9,3,0,B1
2020-07-10,5,16.19,15.29,14.38,13.58,13.25,19.81,21.44,25.07,29.02,30.18,21853.8,1244.1599999999999,0,0.0,False,0.39999999999999997,7,10,4,0,B1
2020-07-11,6,16.71,16.17,15.96,16.07,16.44,19.89,22.49,26.79,28.15,29.39,19655.5,1035.2640000000001,0,0.0,False,0.08,7,11,5,1,B1
2020-07-12,7,17.48,17.45,16.71,16.59,16.46,18.17,18.21,19.05,20.19,21.8,18110.04,906.24,0,0.0,False,0.08,7,12,6,1,B1
2020-07-13,1,15.39,15.77,15.71,14.78,14.74,16.92,17.69,18.91,20.53,22.54,20778.019999999997,1164.288,0,0.0,False,0.6799999999999999,7,13,0,0,B1
2020-07-14,2,14.49,14.09,14.53,14.55,14.17,16.35,17.73,19.66,21.78,23.32,20971.059999999998,1175.04,0,0.0,False,0.6799999999999999,7,14,1,0,B1
2020-07-15,3,17.85,16.17,16.04,16.43,16.32,19.38,20.41,22.66,25.28,26.91,21323.7,1181.184,0,0.0,False,0.6799999999999999,7,15,2,0,B1
2020-07-16,4,16.74,17.3,16.49,15.11,14.89,15.29,17.91,22.65,24.76,25.88,21263.28,1190.3999999999999,0,0.0,False,0.6799999999999999,7,16,3,0,B1
2020-07-17,5,18.63,18.6,16.74,16.51,16.2,16.33,16.83,17.71,18.8,20.86,20309.1,1101.312,0,0.0,False,0.39999999999999997,7,17,4,0,B1
2020-07-18,6,15.78,15.75,14.98,14.52,13.79,16.35,17.59,19.29,21.62,23.28,17488.74,873.9839999999999,0,0.0,False,0.08,7,18,5,1,B1
2020-07-19,7,14.37,13.78,13.51,13.32,13.63,16.72,18.02,19.34,22.18,24.95,17869.88,884.736,0,0.0,False,0.08,7,19,6,1,B1
2020-07-20,1,15.38,14.85,14.09,13.51,13.39,17.53,20.25,23.52,25.61,26.02,21571.08,1224.192,0,0.0,False,0.6799999999999999,7,20,0,0,B1
2020-07-21,2,16.3,15.93,15.51,15.22,14.91,18.8,21.75,25.24,27.56,29.14,22925.78,1337.8559999999998,0,0.0,False,0.6799999999999999,7,21,1,0,B1
2020-07-22,3,18.43,18.0,17.51,17.5,17.27,20.08,23.97,26.04,28.67,31.0,23341.5,1365.5040000000001,0,0.0,False,0.6799999999999999,7,22,2,0,B1
2020-07-23,4,22.06,21.14,20.41,20.06,19.14,19.55,20.36,23.25,25.87,27.78,23612.44,1357.824,0,0.0,False,0.6799999999999999,7,23,3,0,B1
2020-07-24,5,21.33,21.45,21.77,20.94,17.57,17.21,19.24,22.57,25.65,27.79,21170.18,1202.6879999999999,0,0.0,False,0.39999999999999997,7,24,4,0,B1
2020-07-25,6,17.33,17.0,16.57,16.23,16.21,16.2,16.85,17.68,21.9,24.85,18771.24,953.856,0,0.0,False,0.08,7,25,5,1,B1
2020-07-26,7,16.23,16.05,15.69,15.06,14.57,16.94,20.78,24.11,26.51,26.71,19254.6,986.112,0,0.0,False,0.08,7,26,6,1,B1
2020-07-27,1,17.48,17.23,17.36,17.47,16.86,19.22,22.75,25.84,28.4,30.77,23677.04,1348.608,0,0.0,False,0.6799999999999999,7,27,0,0,B1
2020-07-28,2,17.81,17.32,16.94,16.55,16.27,18.69,23.09,26.72,29.28,30.0,23815.359999999997,1342.464,0,0.0,False,0.6799999999999999,7,28,1,0,B1
2020-07-29,3,19.78,18.49,18.56,18.45,17.31,19.13,23.28,26.82,29.43,31.39,25263.54,1454.592,2,2.015,True,0.6799999999999999,7,29,2,0,B1
2020-07-30,4,24.65,24.54,24.2,23.24,22.06,22.75,26.39,29.05,30.81,32.63,26478.78,1603.584,13,13.531,True,0.6799999999999999,7,30,3,0,B1
2020-07-31,5,24.6,23.6,22.79,22.15,21.22,22.85,26.37,29.31,31.85,32.71,28021.58,1651.2,27,28.573,True,0.39999999999999997,7,31,4,0,B1
2020-08-01,6,22.59,22.98,22.1,20.65,20.14,22.95,26.7,29.02,31.92,33.1,24334.059999999998,1290.24,0,0.0,False,0.08,8,1,5,1,B1
2020-08-02,7,24.08,24.88,24.09,24.06,24.52,24.51,25.05,20.71,23.88,26.74,21697.239999999998,1162.752,0,0.0,False,0.08,8,2,6,1,B1
2020-08-03,1,21.94,22.07,23.62,21.01,19.03,19.12,20.44,21.81,21.11,24.13,22006.18,1300.992,0,0.0,False,0.38,8,3,0,0,B1
2020-08-04,2,17.87,17.52,17.03,16.17,16.02,16.36,17.49,19.63,22.85,23.76,20980.18,1234.944,0,0.0,False,0.38,8,4,1,0,B1
2020-08-05,3,17.49,17.42,17.21,16.54,14.78,14.77,15.7,16.44,17.52,19.5,20127.08,1098.24,0,0.0,False,0.38,8,5,2,0,B1
2020-08-06,4,18.44,18.68,18.91,18.79,18.48,18.68,19.49,20.04,20.36,20.33,21296.34,1181.184,0,0.0,False,0.38,8,6,3,0,B1
2020-08-07,5,20.49,20.29,19.57,19.7,20.13,20.23,22.07,23.52,25.35,26.98,22568.58,1314.8159999999998,0,0.0,False,0.22,8,7,4,0,B1
2020-08-08,6,21.98,21.32,20.48,19.9,20.72,21.37,23.96,25.26,27.33,28.75,20702.78,1102.848,0,0.0,False,0.08,8,8,5,1,B1
2020-08-09,7,23.59,22.16,22.88,23.21,23.39,24.25,26.54,28.34,30.22,32.43,20970.68,1136.6399999999999,0,0.0,False,0.08,8,9,6,1,B1
2020-08-10,1,21.82,21.93,22.2,22.16,21.74,21.93,24.55,27.38,30.01,32.55,23475.64,1347.072,0,0.0,False,0.38,8,10,0,0,B1
2020-08-11,2,19.77,19.31,18.46,18.3,18.25,19.01,21.17,24.2,28.87,31.79,23161.0,1417.7279999999998,0,0.0,False,0.02,8,11,1,0,B1
2020-08-12,3,23.41,22.93,22.02,21.9,21.51,22.73,24.37,24.97,26.66,29.33,23519.34,1383.936,0,0.0,False,0.02,8,12,2,0,B1
2020-08-13,4,21.07,20.56,20.08,19.53,18.97,19.66,23.67,26.66,29.7,31.03,23892.5,1317.888,0,0.0,False,0.02,8,13,3,0,B1
2020-08-14,5,19.75,18.98,18.51,18.33,18.81,19.16,22.75,26.33,29.6,30.73,22008.46,1285.632,0,0.0,False,0.0,8,14,4,0,B1
2020-08-15,6,20.82,20.28,19.2,19.53,19.81,19.75,22.02,22.35,24.76,26.75,20157.859999999997,1082.8799999999999,0,0.0,False,0.0,8,15,5,1,B1
2020-08-16,7,21.09,21.09,20.92,20.3,19.72,20.56,23.72,25.82,28.33,29.86,20391.18,1055.232,0,0.0,False,0.0,8,16,6,1,B1
2020-08-17,1,18.42,17.83,17.29,16.76,16.77,17.96,21.44,25.97,27.52,29.15,22117.519999999997,1348.608,0,0.0,False,0.02,8,17,0,0,B1
2020-08-18,2,15.71,15.1,14.93,15.01,15.42,15.42,18.11,20.86,22.73,23.86,20816.019999999997,1141.2479999999998,0,0.0,False,0.02,8,18,1,0,B1
2020-08-19,3,16.77,17.31,17.08,17.13,16.84,16.82,17.65,21.33,25.08,27.57,21597.3,1214.9759999999999,0,0.0,False,0.02,8,19,2,0,B1
2020-08-20,4,15.4,14.91,15.26,15.65,15.08,16.53,19.4,21.31,27.06,28.56,22073.44,1225.7279999999998,0,0.0,False,0.38,8,20,3,0,B1
2020-08-21,5,17.53,17.14,16.89,16.44,16.06,16.97,20.9,24.07,27.59,28.26,23280.319999999996,1357.824,0,0.0,False,0.22,8,21,4,0,B1
2020-08-22,6,18.97,18.3,18.14,17.95,18.52,19.33,20.98,24.95,28.07,29.54,21584.38,1138.176,0,0.0,False,0.08,8,22,5,1,B1
2020-08-23,7,20.85,21.02,22.85,22.67,23.5,23.36,24.05,23.7,24.86,25.97,20026.76,1026.048,0,0.0,False,0.08,8,23,6,1,B1
2020-08-24,1,21.04,20.83,20.75,20.05,19.64,19.81,21.01,22.19,23.44,24.55,21527.0,1210.368,0,0.0,False,0.38,8,24,0,0,B1
2020-08-25,2,19.48,18.52,18.46,18.3,18.27,19.28,19.61,21.47,23.69,24.92,21438.46,1264.128,0,0.0,False,0.38,8,25,1,0,B1
2020-08-26,3,14.65,14.07,13.52,13.12,12.9,13.18,16.39,21.91,25.87,25.87,21785.78,1225.7279999999998,0,0.0,False,0.38,8,26,2,0,B1
2020-08-27,4,16.89,16.38,16.11,16.07,16.16,16.56,19.27,23.15,26.19,28.03,22345.519999999997,1247.232,0,0.0,False,0.38,8,27,3,0,B1
2020-08-28,5,18.24,17.66,17.58,17.45,17.41,17.73,20.25,24.56,28.24,29.34,22748.7,1362.432,0,0.0,False,0.22,8,28,4,0,B1
